"SUID","AverageShortestPathLength","BetweennessCentrality","Chromosome Name","chromosome_name","ClosenessCentrality","ClusteringCoefficient","Drug(s)","Eccentricity","Entrez Gene Name","Exp False Discovery Rate (q-value)","Exp Log Ratio","Exp p-value","ID","IsSingleNode","Location","name","NeighborhoodConnectivity","Node Degree","NombreCromosoma","Notes","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","Symbol","TopologicalCoefficient","Type(s)"
"25666","8.64704486","0.0","11",,"0.11564645","0.0","","15","TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa","1.0","0.213","1.0","6881","false","Nucleus","TAF10","2.0","17","11","","1","0","0","0.65240705","true","0","TAF10","0","","0.0","transcription regulator"
"25667","6.4061239","0.0","17",,"0.15610063","0.0","","15","upstream binding transcription factor, RNA polymerase I","1.0","0.098","1.0","7343","false","Nucleus","UBTF","29.0","1","17","","1","0","0","0.7542671","true","0","UBTF","0","","0.0","transcription regulator"
"25668","7.87989556","0.0","10",,"0.12690524","0.0","","17","TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa","1.0","0.015","1.0","6877","false","Nucleus","TAF5","3.0","1","10","","1","0","0","0.68727747","true","0","TAF5","0","","0.0","transcription regulator"
"25669","1.0","0.0","17",,"1.0","1.0","","1","",,,,,"false","","TBC1D3C","3.0","3","17","","3","0","0","1.0","true","0","TBC1D3C","0","","1.0",""
"25670","1.0","0.0","CHR_HSCHR17_7_CTG4",,"1.0","1.0","","1","",,,,,"false","","TBC1D3H","3.0","3","17","","3","0","0","1.0","true","0","TBC1D3H","0","","1.0",""
"25671","1.66666667","0.0","3",,"0.6","0.0","","2","transmembrane protein 45A","1.0","0.47","0.73","55076","false","Plasma Membrane","TMEM45A","3.0","1","3","","1","0","0","0.66666667","true","0","TMEM45A","0","","0.0","other"
"25672","6.81201044","0.0","16",,"0.14679954","0.0","","15","trafficking protein particle complex 2-like","1.0","-0.237","1.0","51693","false","Cytoplasm","TRAPPC2L","9.0","1","16","","1","0","0","0.73581771","true","0","TRAPPC2L","0","","0.0","other"
"25673","8.77593164","0.0","6","6","0.11394802","0.0","","16","T-box 18","3.95E-19","-1.169","4.53E-20","9096","false","Nucleus","TBX18","2.0","1","6","","1","0","0","0.64654856","true","0","TBX18","0","","0.0","transcription regulator"
"25674","7.80678851","0.0","X",,"0.12809365","0.0","","16","transcription elongation factor A (SII)-like 1","1.0","0.042","1.0","9338","false","Nucleus","TCEAL1","2.0","4","X","","1","0","0","0.69060052","true","0","TCEAL1","0","","0.0","transcription regulator"
"25675","6.80702587","4.7472E-4","X",,"0.14690704","0.0","","15","transcription elongation factor A (SII)-like 4","1.0","0.531","0.333","79921","false","Other","TCEAL4","5.0","4","X","","2","0","0","0.73604428","true","0","TCEAL4","115770","","0.5","other"
"25676","7.46095419","0.0","12",,"0.13403111","1.0","","16","trichoplein, keratin filament binding","1.0","0.155","1.0","84260","false","Cytoplasm","TCHP","3.0","1","12","","2","0","0","0.70632026","true","0","TCHP","0","","0.75","other"
"25677","7.46095419","0.0","5",,"0.13403111","1.0","","16","Treacher Collins-Franceschetti syndrome 1","1.0","0.225","1.0","6949","false","Nucleus","TCOF1","3.0","2","5","","2","0","0","0.70632026","true","0","TCOF1","0","","0.75","transporter"
"25678","7.69427961","0.0","6",,"0.12996668","0.0","","17","t-complex 1","1.0","0.178","1.0","6950","false","Cytoplasm","TCP1","7.0","10","6","","1","0","0","0.69571456","true","0","TCP1","0","","0.0","other"
"25679","1.0","0.0","2",,"1.0","0.0","","1","tektin 4","0.137","-0.674","0.039","150483","false","Nucleus","TEKT4","1.0","1","2","","1","0","0","1.0","true","0","TEKT4","0","","0.0","transporter"
"25680","1.0","0.0","21",,"1.0","0.0","","1","tektin 4 pseudogene 2","1.0","-0.43","0.759","100132288","false","Other","TEKT4P2","1.0","1","21","","1","0","0","1.0","true","0","TEKT4P2","0","","0.0","other"
"25681","4.46835443","0.0","17",,"0.22379603","0.0","","7","TEN1 CST complex subunit","1.0","0.015","1.0","100134934","false","Nucleus","TEN1","3.0","1","17","","1","0","0","0.5664557","true","0","TEN1","0","","0.0","other"
"25682","3.48101266","0.02531646","17",,"0.28727273","0.33333333","","6","",,,,,"false","","TEN1-CDK3","9.66666667","3","17","","3","0","0","0.68987342","true","0","TEN1-CDK3","446","","0.46666667",""
"25683","5.99572751","0.0","2","2","0.16678543","0.0","","15","zinc finger E-box binding homeobox 2","6.25E-91","-1.169","1.5E-92","9839","false","Nucleus","ZEB2","29.0","1","2","","1","0","0","0.77292148","true","0","ZEB2","0","","0.0","transcription regulator"
"25684","6.00023736","0.0","16",,"0.16666007","0.0","","15","THAP domain containing 11","1.0","-0.151","1.0","57215","false","Nucleus","THAP11","32.0","1","16","","1","0","0","0.77271648","true","0","THAP11","0","","0.0","other"
"25685","6.7051982","0.0","20",,"0.14913802","0.0","","16","tRNA methyltransferase 6","1.0","0.399","0.99","51605","false","Other","TRMT6","14.0","16","20","","1","0","0","0.74067281","true","0","TRMT6","0","","0.0","other"
"25686","6.19582245","0.0","16",,"0.16139907","0.0","","17","THO complex 6","1.0","0.491","0.666","79228","false","Nucleus","THOC6","8.0","1","16","","1","0","0","0.76382625","true","0","THOC6","0","","0.0","other"
"25687","7.18751484","0.0","21",,"0.13913015","0.0","","16","T-cell lymphoma invasion and metastasis 1","0.284","0.584","0.0843","7074","false","Cytoplasm","TIAM1","4.0","1","21","","1","0","0","0.71874933","true","0","TIAM1","0","","0.0","other"
"25688","7.92926656","0.0","17",,"0.12611507","0.0","","15","unc-119 lipid binding chaperone","1.0","0.075","1.0","9094","false","Cytoplasm","UNC119","3.0","10","17","","1","0","0","0.68503334","true","0","UNC119","0","","0.0","other"
"25689","1.0","0.0","4",,"1.0","0.0","","1","toll-like receptor 1","1.0","-0.347","0.997","7096","false","Plasma Membrane","TLR1","1.0","1","4","","1","0","0","1.0","true","0","TLR1","0","","0.0","transmembrane receptor"
"25690","1.0","0.0","4",,"1.0","0.0","","1","toll-like receptor 6","1.0","-0.073","1.0","10333","false","Plasma Membrane","TLR6","1.0","1","4","","1","0","0","1.0","true","0","TLR6","0","","0.0","transmembrane receptor"
"25691","1.0","0.0","3",,"1.0","0.0","agatolimod, HYB-2055, SD-101, hydroxychloroquine","1","toll-like receptor 9","1.0","-0.223","1.0","54106","false","Plasma Membrane","TLR9","1.0","1","3","","1","0","0","1.0","true","0","TLR9","0","","0.0","transmembrane receptor"
"25692","1.0","0.0","3",,"1.0","0.0","","1","twinfilin actin binding protein 2","1.0","-0.132","1.0","11344","false","Cytoplasm","TWF2","1.0","1","3","","1","0","0","1.0","true","0","TWF2","0","","0.0","kinase"
"25693","1.0","0.0","3",,"1.0","0.0","","1","transmembrane 4 L six family member 18","5.5E-26","-1.565","5.02E-27","116441","false","Other","TM4SF18","1.0","1","3","","1","0","0","1.0","true","0","TM4SF18","0","","0.0","other"
"25694","1.0","0.0","3",,"1.0","0.0","","1","tumor necrosis factor (ligand) superfamily, member 10","1.0","-0.334","0.98","8743","false","Extracellular Space","TNFSF10","1.0","1","3","","1","0","0","1.0","true","0","TNFSF10","0","","0.0","cytokine"
"25695","7.47661999","0.0","1","1","0.13375028","0.0","","16","tripartite motif containing 46","1.0","0.223","1.0","80128","false","Cytoplasm","TRIM46","6.0","1","1","","1","0","0","0.70560818","true","0","TRIM46","0","","0.0","other"
"25696","7.44149062","0.0","5",,"0.13438168","0.0","","17","transmembrane and coiled-coil domains 6","1.0","-0.324","1.0","55374","false","Other","TMCO6","6.0","1","5","","1","0","0","0.70720497","true","0","TMCO6","0","","0.0","other"
"25697","6.66579634","0.0","4",,"0.15001958","0.0","","16","WD repeat domain 19","1.0","-0.397","0.998","57728","false","Extracellular Space","WDR19","6.0","1","4","","1","0","0","0.7424638","true","0","WDR19","0","","0.0","other"
"25698","1.0","0.0","7",,"1.0","0.0","","1","transmembrane protein 176A","1.0","-0.228","1.0","55365","false","Other","TMEM176A","1.0","1","7","","1","0","0","1.0","true","0","TMEM176A","0","","0.0","other"
"25699","1.0","0.0","7",,"1.0","0.0","","1","transmembrane protein 176B","1.0","-0.357","0.963","28959","false","Other","TMEM176B","1.0","1","7","","1","0","0","1.0","true","0","TMEM176B","0","","0.0","other"
"25700","7.39117019","0.0","20",,"0.13529657","0.0","","16","TMEM189-UBE2V1 readthrough","1.0","0.382","1.0","387522","false","Cytoplasm","TMEM189-UBE2V1","4.0","5","20","","1","0","0","0.70949226","true","0","TMEM189-UBE2V1","0","","0.0","other"
"25701","7.34844529","0.0","1",,"0.13608321","0.0","","17","transmembrane protein 234","1.0","-0.052","1.0","56063","false","Other","TMEM234","4.0","1","1","","1","0","0","0.71143431","true","0","TMEM234","0","","0.0","other"
"25702","6.34868265","0.00100063","19",,"0.15751299","0.0","","16","zinc finger protein 432","1.0","-0.051","1.0","9668","false","Nucleus","ZNF432","4.0","5","19","","4","0","0","0.75687806","true","0","ZNF432","158062","","0.25","other"
"25703","7.60123427","0.0","CHR_HSCHR6_MHC_SSTO_CTG1",,"0.13155758","1.0","","16","vacuolar protein sorting 52 homolog (S. cerevisiae)","1.0","0.217","1.0","6293","false","Cytoplasm","VPS52","3.0","5","6","","2","0","0","0.6999439","true","0","VPS52","0","","0.75","other"
"25704","7.34108711","0.0","8",,"0.13621961","0.0","","15","translocation associated membrane protein 1","1.0","0.296","1.0","23471","false","Cytoplasm","TRAM1","3.0","1","8","","1","0","0","0.71176877","true","0","TRAM1","0","","0.0","other"
"25705","6.01970093","0.0","11",,"0.16612121","0.0","","13","transmembrane protein 86A","1.0","0.284","1.0","144110","false","Other","TMEM86A","16.0","1","11","","1","0","0","0.77183178","true","0","TMEM86A","0","","0.0","other"
"25706","6.89105151","0.0","1","1","0.14511573","0.0","","15","tenascin N","1.21E-13","-1.364","1.68E-14","63923","false","Plasma Membrane","TNN","6.0","1","1","","1","0","0","0.73222493","true","0","TNN","0","","0.0","other"
"25707","9.3273202","0.0","16",,"0.10721193","0.0","","19","tryptase delta 1","1.0","-0.376","0.737","23430","false","Extracellular Space","TPSD1","4.0","2","16","","1","0","0","0.62148545","true","0","TPSD1","0","","0.0","peptidase"
"25708","7.22406836","0.0","3",,"0.13842615","0.0","","14","trafficking protein, kinesin binding 1","1.0","0.007","1.0","22906","false","Nucleus","TRAK1","5.0","1","3","","1","0","0","0.7170878","true","0","TRAK1","0","","0.0","other"
"25709","1.5","0.0","11",,"0.66666667","0.0","","2","tripartite motif containing 34","1.0","-0.388","0.986","53840","false","Cytoplasm","TRIM34","2.0","1","11","","1","0","0","0.75","true","0","TRIM34","0","","0.0","other"
"25710","1.0","1.0","11",,"1.0","0.0","","1","TRIM6-TRIM34 readthrough","1.0","-0.466","0.761","445372","false","Other","TRIM6-TRIM34","1.0","2","11","","2","0","0","1.0","true","0","TRIM6-TRIM34","2","","0.0","other"
"25711","1.0","0.0","5","5","1.0","0.0","","1","tripartite motif containing 7","1.0","-0.441","0.89","81786","false","Cytoplasm","TRIM7","1.0","1","5","","1","0","0","1.0","true","0","TRIM7","0","","0.0","other"
"25712","1.0","0.0","19",,"1.0","1.0","","1","zinc finger protein 583","1.0","-0.182","1.0","147949","false","Nucleus","ZNF583","2.0","2","19","","2","0","0","1.0","true","0","ZNF583","0","","1.0","other"
"25713","6.93947306","0.0","10",,"0.14410316","0.0","","16","X-prolyl aminopeptidase (aminopeptidase P) 1, soluble","1.0","0.009","1.0","7511","false","Cytoplasm","XPNPEP1","2.0","1","10","","1","0","0","0.73002395","true","0","XPNPEP1","0","","0.0","peptidase"
"25714","7.90932827","0.0","15",,"0.12643299","0.0","","15","ubiquitin specific peptidase 8","1.0","-0.005","1.0","9101","false","Cytoplasm","USP8","3.0","4","15","","1","0","0","0.68593962","true","0","USP8","0","","0.0","peptidase"
"25715","6.33562782","0.0","7",,"0.15783755","0.0","","15","thyroid hormone receptor interactor 6","1.0","-0.238","1.0","7205","false","Extracellular Space","TRIP6","31.0","1","7","","1","0","0","0.75747146","true","0","TRIP6","0","","0.0","cytokine"
"25716","1.0","0.0","X",,"1.0","0.0","","1","TSIX transcript, XIST antisense RNA","4.27E-4","-0.842","9.47E-5","9383","false","Nucleus","TSIX","1.0","1","X","","1","0","0","1.0","true","0","TSIX","0","","0.0","other"
"25717","1.0","0.0","X",,"1.0","0.0","","1","X inactive specific transcript (non-protein coding)","5.23E-4","-1.048","1.17E-4","7503","false","Nucleus","XIST","1.0","1","X","","1","0","0","1.0","true","0","XIST","0","","0.0","other"
"25718","5.85307382","0.0","8","8","0.1708504","0.0","","15","zinc finger homeobox 4","1.0","-0.462","0.771","79776","false","Extracellular Space","ZFHX4","49.0","1","8","","1","0","0","0.77940574","true","0","ZFHX4","0","","0.0","other"
"25719","1.0","0.0","14",,"1.0","0.0","","1","testis-specific serine kinase 4","1.0","-0.463","0.732","283629","false","Cytoplasm","TSSK4","1.0","1","14","","1","0","0","1.0","true","0","TSSK4","0","","0.0","kinase"
"25720","1.0","0.0","X",,"1.0","0.0","","1","zinc finger CCCH-type containing 12B","1.06E-6","-0.687","1.99E-7","340554","false","Other","ZC3H12B","1.0","1","X","","1","0","0","1.0","true","0","ZC3H12B","0","","0.0","other"
"25721","8.70092571","0.0","5",,"0.1149303","0.0","","17","zinc finger protein 354C","3.57E-18","-1.197","4.22E-19","30832","false","Nucleus","ZNF354C","2.0","1","5","","1","0","0","0.64995792","true","0","ZNF354C","0","","0.0","other"
"25722","8.57370045","0.0","15",,"0.11663575","0.0","","18","ubiquitin-conjugating enzyme E2Q family member 2","1.0","0.165","1.0","92912","false","Other","UBE2Q2","2.0","1","15","","1","0","0","0.65574089","true","0","UBE2Q2","0","","0.0","enzyme"
"25723","8.21742226","0.0","CHR_HSCHR6_MHC_MCF_CTG1",,"0.12169266","0.0","ixabepilone, colchicine/probenecid, brentuximab vedotin, 6-mercaptopurine/methotrexate/prednisone/vincristine, dexamethasone/doxorubicin/vincristine, gemcitabine/vinorelbine, irinotecan/vincristine, trastuzumab/vinorelbine, methotrexate/vinorelbine, dasatinib/dexamethasone/vincristine, doxorubicin/gemcitabine/vinorelbine, vinorelbine, vincristine, podophyllotoxin, colchicine","18","tubulin, beta class I","1.04E-5","0.68","2.07E-6","203068","false","Cytoplasm","TUBB","2.0","1","6","","1","0","0","0.67193535","true","0","TUBB","0","","0.0","other"
"25724","1.6","0.4","7",,"0.625","0.33333333","","3","tRNA-yW synthesizing protein 1 homolog (S. cerevisiae)","1.0","0.432","0.995","55253","false","Other","TYW1","2.33333333","3","7","","3","0","0","0.85","true","0","TYW1","12","","0.66666667","other"
"25725","2.4","0.0","7",,"0.41666667","0.0","","4","tRNA-yW synthesizing protein 1 homolog B (S. cerevisiae)","1.0","0.376","0.972","441250","false","Other","TYW1B","3.0","1","7","","1","0","0","0.65","true","0","TYW1B","0","","0.0","other"
"25726","2.0","0.0","1",,"0.5","0.0","","3","zinc finger protein 695","1.0","0.339","1.0","57116","false","Nucleus","ZNF695","2.0","1","1","","1","0","0","0.66666667","true","0","ZNF695","0","","0.0","other"
"25727","6.75504391","0.0","1",,"0.14803753","0.0","","17","ubiquilin 4","8.0E-11","0.702","1.24E-11","56893","false","Cytoplasm","UBQLN4","7.0","1","1","","1","0","0","0.73840709","true","0","UBQLN4","0","","0.0","other"
"25728","6.75504391","0.0","11",,"0.14803753","0.0","","17","VPS26 retromer complex component B","1.0","-0.066","1.0","112936","false","Cytoplasm","VPS26B","7.0","8","11","","1","0","0","0.73840709","true","0","VPS26B","0","","0.0","transporter"
"25729","9.13577023","0.0","2",,"0.10945985","0.0","","17","UDP glucuronosyltransferase 1 family, polypeptide A1","1.0","-0.229","0.998","54658","false","Cytoplasm","UGT1A1","4.0","1","2","","1","0","0","0.63019226","true","0","UGT1A1","0","","0.0","enzyme"
"25730","1.0","0.0","6",,"1.0","0.0","","1","UL16 binding protein 1","1.0","-0.094","1.0","80329","false","Plasma Membrane","ULBP1","1.0","1","6","","1","0","0","1.0","true","0","ULBP1","0","","0.0","transmembrane receptor"
"25731","1.0","0.0","6",,"1.0","0.0","","1","UL16 binding protein 3","1.0","-0.325","1.0","79465","false","Plasma Membrane","ULBP3","1.0","1","6","","1","0","0","1.0","true","0","ULBP3","0","","0.0","transmembrane receptor"
"25732","1.0","0.0","15",,"1.0","0.0","","1","",,,,,"false","","ULK4P1","1.0","1","15","","1","0","0","1.0","true","0","ULK4P1","0","","0.0",""
"25733","1.0","0.0","15",,"1.0","0.0","","1","ULK4 pseudogene 3","3.45E-26","-1.252","3.12E-27","89837","false","Other","ULK4P3","1.0","1","15","","1","0","0","1.0","true","0","ULK4P3","0","","0.0","other"
"25734","6.1991455","0.0","15",,"0.16131256","0.0","","15","vacuolar protein sorting 13 homolog C (S. cerevisiae)","1.0","-0.436","0.916","54832","false","Cytoplasm","VPS13C","8.0","1","15","","1","0","0","0.7636752","true","0","VPS13C","0","","0.0","other"
"25735","1.91666667","0.02272727","16",,"0.52173913","0.6","","4","VPS35 retromer complex component","1.0","0.254","1.0","55737","false","Cytoplasm","VPS35","5.6","5","16","","5","0","0","0.77083333","true","0","VPS35","8","","0.62222222","transporter"
"25736","1.0","0.0","7",,"1.0","0.0","","1","zinc finger, C3HC-type containing 1","1.0","0.018","1.0","51530","false","Nucleus","ZC3HC1","1.0","1","7","","1","0","0","1.0","true","0","ZC3HC1","0","","0.0","other"
"25737","6.05981486","0.0","10",,"0.16502154","0.0","","14","WW domain containing adaptor with coiled-coil","1.0","-0.042","1.0","51322","false","Nucleus","WAC","17.0","9","10","","1","0","0","0.77000842","true","0","WAC","0","","0.0","other"
"25738","6.38333729","2.8251E-4","19",,"0.15665787","0.07142857","","16","zinc finger protein 549","1.0","-0.221","1.0","256051","false","Other","ZNF549","5.125","4","19","","8","0","0","0.75530285","true","0","ZNF549","47150","","0.17307692","other"
"25739","1.0","0.0","16",,"1.0","0.0","","1","WW domain containing E3 ubiquitin protein ligase 2","1.0","0.043","1.0","11060","false","Cytoplasm","WWP2","1.0","1","16","","1","0","0","1.0","true","0","WWP2","0","","0.0","enzyme"
"25740","4.93055556","0.0","14","14","0.2028169","0.0","","9","zinc finger and BTB domain containing 42","1.0","0.357","1.0","100128927","false","Cytoplasm","ZBTB42","6.0","1","14","","1","0","0","0.60694444","true","0","ZBTB42","0","","0.0","transcription regulator"
